Numéro;SortieEnSalleLe;VuLe;Titre;Affiche;TitreOriginal;Pays;Réalisateur;Acteurs ;Avis;Comment;Prix;Ou;JeLai;Accompagnants;StyleGenre;Commentaire;Top de l'année
F1188;23/06/2000;31/12/2011;Fous d'irène;Fous d'irène;Me, Myself & Irene;USA;Bobby Farrelly, Peter Farrelly;Jim Carrey, Renée Zellweger;à voir;à torrenter;0;Télé au 4;;;;;0
F1189;10/09/1975;31/12/2011;Guerre et amour;Guerre et amour;Love and Death;USA;Woody Allen;Woody Allen, Diane Keaton, Georges Adet, Frank Adu;à voir;à torrenter;0;Télé au 4;;;;;0
F1190;09/01/2008;31/12/2011;Into the wild;Into the wild;;USA;Sean Penn;Emile Hirsch, Vince Vaughn, Catherine Keener, William Hurt;à voir;à torrenter;0;Télé au 4;;;;;0
F1191;16/01/1991;31/12/2011;L’échelle de Jacob;L’échelle de Jacob;Jacob's Ladder;USA;Adrain Lyne;Tim Robbins, Elizabeth Peña, Danny Aiello;à voir;à torrenter;0;Télé au 4;;;;;0
F1192;23/03/1994;31/12/2011;L’Impasse;L’Impasse;Carlito's Way;USA;Brian de Palma;Al Pacino, Sean Penn, Penelope Ann Miller, John Leguizamo, Ingrid Rogers, Luis Guzmán, James Rebhorn, Joseph Siravo, Viggo Mortensen,;à voir;à torrenter;0;Télé au 4;;;;;0
F1193;03/12/1969;31/12/2011;La Horde Sauvage;La Horde Sauvage.jpg;The Wild bunch;USA;Sam Peckinpah;William Holden, Ernest Borgnine, Robert Ryan, Edmond O'Brien, Warren Oates, ;à voir;à torrenter;0;Télé au 4;;;;;0
F1194;21/11/2001;31/12/2011;Mulholland Drive;Mulholland Drive;;USA;David Lynch;Laura Harring, Justin Theroux, Naomi Watts, Brent Briscoe, Billy Ray Cyrus, Robert Forster, Dan Hedaya;à voir;à torrenter;0;Télé au 4;;;;;0
F1195;04/03/1998;31/12/2011;Will Hunting;Will Hunting;Good Will Hunting;USA;Gus Van Sant;Robin Williams, Matt Damon,;à voir;à torrenter;0;Télé au 4;;;;;0
F1196;06/10/2010;04/01/2012;Donnant, donnant;DONNANT DONNANT;Un homme très recherché;France;Isabelle Mergault;Daniel Auteuil, Sabine Azéma, Medeea Marinescu;pas mal;canal + à la dmde;0;Télé au 4;;alone;comédie ;tr sympa, bonnes répliques;0
F1197;04/01/2012;05/01/2012;Take shelter;Take shelter;;USA;Jeff Nichols;Michael Shannon, Jessica Chastain;bien;LePass_29fev2012;0;Gaumont Opera Premier;;Anne;Drame maladie;un peu long, montée crescendo tension mais la fin ambigue;0
F1198;15/09/2010;06/01/2012;Ces amours-la;Ces amours-la.jpg;;France;Claude Lelouch;Audrey Dana, Dominique Pinon, Liane Foly;pas mal;canal + à la dmde;0;Télé au 4;;alone;Drame historiq;fuj, 2 guerre, amours, bien réalisé;0
F1199;04/01/2012;06/01/2012;Une Nuit;Une Nuit;;France;Philippe Lefèbvre;Roschdy Zem, Sara Forestier, Samuel Le Bihan, Grégory Fitoussi;pas mal;LePass_29fev2012;0;Gaumont Capucines;;alone;Polar;la tournée des boites chaudes de Paris, scénar sympa avec surprise à la fin;0
F1200;04/01/2012;08/01/2012;Le Pacte;Le Pacte;Justice,Seeking Justice,The Hungry Rabbit Jumps;USA;Roger Donaldson ;Nicolas Cage, Guy Pearce, ;passable;LePass_29fev2012;0;Gaumont Capucines;;alone;thriller pénible;limite amoral, pro extreme droite, à éviter.;0
F1201;04/01/2012;08/01/2012;Les Acacias;Les Acacias;Las Acacias;Argentine;Pablo Giorgelli;German de Silva, Hebe Duarte;pas mal;LePass_29fev2012;0;Gaumont Capucines;;alone;Début histoire d'amour;au début un peu rustre fini par craqer sur la petite puis sa maman et a du mal à le dire…..;0
F1202;04/01/2012;08/01/2012;Louise Wimmer;Louise Wimmer;;France;Cyril Mennegun ;Corinne Masiero, Jérôme Kircher, Anne Benoit, Marie Kremer;pas mal;LePass_29fev2012;0;Gaumont Opera Premier;;alone;Histoire travailleuse pauvre;indépendante, elle dors ds sa bagnole, se démerde pour bouffer/laver/baiser,n veut pas d1 mec et fini par se trouver un logement;
F1203;28/12/2011;10/01/2012;Bruegel, le moulin et la croix;Bruegel, le moulin et la croix;The Mill and the Cross;Pologne;Lech Majewski;Rutger Hauer, Charlotte Rampling, Michael York;pas mal;LePass_29fev2012;0;Lincoln;;alone;HistoricoArtistico;les méchants espagnols en Flandres au 16ème, tr belle idée de superposer tableau et réèl ds 1 meme image, un tr beau nue au passage, Mme Bruegel enlevant sa chemiz de nuit ds le clair obscur d1 matin tragique….;0
F1204;11/01/2012;11/01/2012;Parlez-moi de vous;Parlez-moi de vous;On Air;France;Pierre Pinaud;Karin Viard, Nicolas Duvauchelle;pas mal;LePass_29fev2012;0;Gaumont Capucines;;alone;Drame famille;elle retrouve sa maman qui l'avait abandonné, humour et gravité;0
F1205;11/01/2012;12/01/2012;Dans la tourmente;Dans la tourmente;;France;Christophe Ruggia;Clovis Cornillac, Mathilde Seigner, Yvan Attal;moyen;LePass_29fev2012;0;Gaumont Opera Premier;;Anne;Polar;la prem partie est bien, mais la fin ds les calanq est ratée et le scénar dvd qui reste coincé, les doc perdus, conflit police dcri…dommage;0
F1206;04/01/2012;13/01/2012;Anonymous;Anonymous.jpg;;Angleterre;Roland Emmerich;Jamie Campbell Bower, Rhys Ifans, David Thewlis, Vanessa Redgrave;Tr bien;LePass_29fev2012;0;Gaumont Bienvenu;;alone;Historique;le film est luimeme construit comme 1 tragedie, scénar, effets, tout est réussi;0
F1207;11/01/2012;13/01/2012;The Darknest hour;The Darknest hour;;USA;Chris Gorak;Emile Hirsch, Max Minghella, Joel Kinnaman;passable;LePass_29fev2012;0;Gaumont Opera Premier;;Alx, Kand Lolo;SF;ultra convenu, effets médiocres;0
F1208;11/01/2012;15/01/2012;L'orpheline avec en plus un bras en moins;L'orpheline avec en plus un bras en moins;;France;Jacques Richard (II);Jean-Claude Dreyfus, Dominique Pinon, Melvil Poupaud, Noémie Merlant, Caroline Loeb, Pasquale D’Inca, Elodie Hachet, Fabrice Carlier, Mariame N’Diaye, Kentaro;pas mal;LePass_29fev2012;0;Reflet Médicis;;Anne;Humour déjanté;qq situ cocasses, tr bon dreyfus;0
F1209;11/01/2012;17/01/2012;Les Nouveaux chiens de garde;Les Nouveaux chiens de garde;;France;Gilles Balbastre, Yannick Kergoat;journalistes français;Tr bien;LePass_29fev2012;0;Balzac;;alone;Docu;sur la collusion entre journalistes/experts el le monde politico-financier : excellent;0
F1210;18/01/2012;19/01/2012;L'Amour dure trois ans;L'Amour dure trois ans;;France;Frédéric Beigbeder;Gaspard Proust, Louise Bourgoin, Joey Starr, Frédérique Bel, Anny Duperey, Nicolas Bedos, Christophe Bourseiller;Tr bien;LePass_29fev2012;0;La Bastille;;Bryce;Comédie;tr réussi, dialogues fins, 2ème degré bien msieur begbédé, ( style foenkinos au nivo écriture ) C T mon 150ème ciné avec c pass, revu avec Bryce dimanche 22;0
F1211;18/01/2012;20/01/2012;Millénium - Les hommes qui n'aimaient pas les femmes;Millénium - Les hommes qui n'aimaient pas les femmes;The Girl with the Dragon Tattoo,Millénium;USA;David Fincher;Daniel Craig,  Rooney Mara, Stellan Skarsgård, Christopher Plummer;moyen;LePass_29fev2012;0;Gaumont Marignan;;alone;Thriller;trop facile, la meufette surdouée;0
F1212;18/01/2012;24/01/2012;Ici-bas;ICI-BAS (2012).jpg;;France;Jean-Pierre Denis;Céline Sallette, Eric Caravaca;moyen;LePass_29fev2012;0;Balzac;;alone;Drame Histo;histoire d1 passionnée, pour dieu pour 1 homme et qui a tout perdu……;0
F1213;25/01/2012;26/01/2012;La Folie Almayer;La Folie Almayer;;France;Chantal Akerman;Stanislas Merhar, Aurora Marion, Zac Andrianasolo;passable;LePass_29fev2012;0;Lincoln;;Anne;Psycho;ça m'a rappelé la palme dor…. Tr chiant trop long, m saurai barré si yavait pas eu Anne, jaurai rien perdu…..;0
F1214;18/01/2012;28/01/2012;Et si on vivait tous ensemble ?;Et si on vivait tous ensemble _;;France;Stéphane Robelin;Guy Bedos, Daniel Brühl, Géraldine Chaplin, Jane Fonda, Claude Rich, Pierre Richard;pas mal;LePass_29fev2012;0;Gaumont Opera Français;;alone;Vie sociale;la vieillesse, alzeimer, la sexualité, la mort…… les bons moments aussi;0
F1215;02/03/2011;29/01/2012;Faster;Faster.jpg;;USA;George Tillman Jr.;Dwayne Johnson, Billy Bob Thornton, Carla Gugino;pas mal;canal + à la dmde;0;Télé au 4;;alone;Policier;vengeance et rédemption;0
F1216;22/12/2010;29/01/2012;Les Yeux de Julia;Les Yeux de Julia.jpg;Los Ojos de Julia;Espagne;Guillem Morales;Belén Rueda, Lluís Homar;moyen;canal + à la dmde;0;Télé au 4;;alone;Policier;suspense, scénar un peu trop chargé mais d bonnes idées..;0
F1217;25/01/2012;30/01/2012;Les Papas du dimanche;Les papas du dimanche.jpg;;France;Louis Becker;Thierry Neuvic,  Hélène Fillières, Olivier Baroux;pas mal;LePass_29fev2012;0;Gaumont Ambassade;;alone;Vie sociale;la vilaine maman refait sa vie avec l'associé du gentil papa, ses enfants adorent leur papa qui retrouve l'amour apr ptite déprime….tiens ! Ça m rappelle qq chose !!!!!;0
F1218;31/01/2012;31/01/2012;Festival courtmétrage africain;introuvable!!!!;;France;Cedric Ido;des africains;pas mal;Ciné Plein Tarif ;9,7;7 parnassiens;;Anne;fictions;5 courtmétrages, le dernier sympa Mwansa The great;0
F1219;01/02/2012;02/02/2012;Detachment;Detachment;;USA;Tony Kaye;Adrien Brody, Sami Gayle, James Caan, Christina Hendricks;bien;LePass_29fev2012;0;Gaumont Opera Français;;Anne;Vie sociale;limite doc, le blues des profs aux states….tr bien joué, on peut s'impliquer mais faut rester détaché sinon déprime;0
F1220;16/02/2011;05/02/2012;Largo Winch 2;LARGO WINCH II;;France;Jérôme Salle;Tomer Sisley, Sharon Stone;passable;canal +;0;TéléFaf;;Faf;Action;tjrs la mem choz;0
F1221;16/03/2011;05/02/2012;Ma part du gâteau;MA PART DU GATEAU;;France;Cédric Klapisch;Karin Viard, Gilles Lellouche;pas mal;canal + à la dmde;0;Télé au 4;;alone;Vie sociale;la finance est nuisible, Karin Viard encore tr bien;0
F1222;29/09/2010;05/02/2012;Sans queue ni tête;SANS QUEUE NI TETE;;France;Jeanne Labrune;Isabelle Huppert, Bouli Lanners;pas mal;canal + à la dmde;0;Télé au 4;;alone;Psycho;I.H. prostitué class flippe;0
F1223;01/02/2012;06/02/2012;Sur la planche;Sur la planche;;Maroc;Leïla Kilani;Soufia Issam, Mouna Bahmad, Nouzha Akel, Sara Betioui;pas mal;LePass_29fev2012;0;Pasquier;;alone;Vie sociale;une jeune marocaine révoltée survit en décortiqant crevettes 12 dirham/kg et pute-voleuse la nuit, scénar interessant……;0
F1224;26/08/2008;07/02/2012;Miracle à Santa Anna;miracleSantaAnna.jpg;Miracle at St. Anna;USA;Spike Lee;Derek Luke,  Michael Ealy,  Laz Alonso,  Omar Benson Miller,  Pierfrancesco Favino, Valentina Cervi;pas mal;canal + à la dmde;0;Télé au 4;;alone;Guerre Drame;meurtre gratuit today au début, puis expliq pendant WW2 ..avc action, racisme, fantastiq, gore, et les nichons de Valentina….;0
F1225;08/02/2012;08/02/2012;La Taupe;La Taupe;Tinker, Tailor, Soldier, Spy;Angleterre;Tomas Alfredson;Gary Oldman,  Colin Firth,  Tom Hardy,  John Hurt,  Mark Strong,  Ciarán Hinds;pas mal;LePass_29fev2012;0;Max Linder;;Anne;Espionnage;bien fait mais pas palpitant, mais le son au Max Linder est top;0
F1226;01/02/2012;09/02/2012;Elles;Elles;;France;Malgorzata Szumowska;Juliette Binoche, Anaïs Demoustier, Joanna Kulig;pas mal;LePass_29fev2012;0;Gaumont Capucines;;alone;Mœurs;scénar interessant, la mère de famille rangée redécouvre une sensualité à travers des jeunes filles qui se prostituent avec plaisir….tr bo nichons de la ptite polonaise;0
F1227;08/02/2012;11/02/2012;Star Wars épisode 1 - La Menace fantôme 3D;Star Wars _ Episode 1 - La Menace fantôme 3D;Star wars : Episode I - The Phantom menace;USA;George Lucas ;Liam Neeson, Ewan McGregor, Natalie Portman;bien;LePass_29fev2012;0;Gaumont Ambassade;;alone;SF;ça fait plaisir;0
F1228;08/02/2012;11/02/2012;Underworld : nouvelle ère;Underworld _ nouvelle ère;Underworld 4 : New Dawn,Underworld : Awakening;USA;Mans Marlind, Bjorn Stein;Kate Beckinsale, Stephen Rea;passable;LePass_29fev2012;0;Gaumont Marignan;;alone;Vampires;le moins bon des 4, scenar poussif, manque l'esthétisme des précedents;0
F1229;08/02/2012;12/02/2012;El Chino;El Chino;;Espagne;Sébastien Borensztein;Ricardo Darín, Muriel Santa Ana, Ignacio Huang;bien;LePass_29fev2012;0;Lincoln;;Anne;Comportements humains;le vx garçon solitaire qui v le rester voit sa vie perturbée puis transformée apr avoir receuilli chinois perdu;0
F1230;21/04/2010;12/02/2012;Kick-Ass;Kick-Ass;;USA;Matthew Vaughn;Mark Strong, Nicolas Cage;pas mal;canal + à la dmde;0;Télé au 4;;alone;Anti super-heros;du 2ème degré, réussi, marrant;0
F1231;15/02/2012;15/02/2012;Amador;Amador.jpg;;Espagne;Fernando León de Aranoa;Magaly Solier;bien;LePass_29fev2012;0;Lincoln;;alone;Poético-dramatik;tout va mal, elle tomb enceinte ( embarassada !! ) d1 mec quel aime pas et qui l'a trompe, s'occupe d1 vx qui décède et elle l dis pas pour gagner money et culpabilise….;0
F1232;09/03/2011;16/02/2012;L'Assaut;L'Assaut.jpg;;France;Julien Leclercq;Vincent Elbaz, Gregori Derangère, Mélanie Bernier;moyen;canal + à la dmde;0;Télé au 4;;alone;Fait divers;les terroristes avaient l'intention de s'ecraser sur la Tour Eiffel ….. Ouais….intox ou info  ????;0
F1233;15/02/2012;18/02/2012;Dos au mur;Dos au mur;Man on a Ledge;USA;Asger Leth;Elizabeth Banks, Sam Worthington, Jamie Bell, Ed Harris;passable;LePass_29fev2012;0;Gaumont Marignan;;alone;Action Casse;scénar pourri, mauvaise réal;0
F1234;21/07/2010;19/02/2012;La blonde aux seins nus;La blonde aux seins nus.jpg;;France;Manuel Pradal;Vahina Giocante, Nicolas Duvauchelle;pas mal;canal + à la dmde;0;Télé au 4;;alone;Romanticoaction;idée de péniche sur la seine sympa, jolie brin de fille la ptite Vahina…..;0
F1235;06/08/2008;19/02/2012;La Momie 3 : la tombe de l'empereur dragon;momie 3.jpg;The Mummy : Tomb of the Dragon Emperor;USA;Rob Cohen;Jet Li, Maria Bello, Brendan Fraser, Michelle Yeoh;pas mal;diffusion chaines;0;TéléFaf;;Faf;Action;tr bons effets, apés c q divertissant…..;0
F1236;22/02/2012;22/02/2012;Chronicle;Chronicle;;USA;Josh Trank;Dane DeHaan,  Alex Russell,  Michael B. Jordan;pas mal;LePass_29fev2012;0;Gaumont Marignan;;alone;Drame SF;ça commence par une histoire d'ados puis ça fini destruction …bons effets;0
F1237;29/02/2012;03/03/2012;Le Territoire des Loups;Le Territoire des Loups;The Grey;USA;Joe Carnahan;Liam Neeson;pas mal;LePass_4mars2013;0;Gaumont Opera Premier;;alone;drame;pas vraiment captivant…..;0
F1238;07/03/2012;07/03/2012;A l'aveugle;A l'aveugle.jpg;;France;Xavier Palud;Jacques Gamblin, Lambert Wilson;passable;LePass_4mars2013;0;Gaumont Opera Français;;alone;polar;téléfilm, scénar ultra convenu;0
F1239;29/02/2012;09/03/2012;Martha Marcy May Marlene;Martha Marcy May Marlene;;USA;Sean Durkin;Elizabeth Olsen, John Hawkes;bien;LePass_4mars2013;0;Max Linder;;Anne;drame psycho;esthétique, scénar original, tension, charles Manson…..captivant….et puis pas d fin !!!!!;0
F1240;07/03/2012;11/03/2012;John Carter;John Carter;;USA;Andrew Stanton;Taylor Kitsch, Lynn Collins, Mark Strong, Ciarán Hinds;pas mal;LePass_4mars2013;0;Gaumont Marignan;;alone;Conte HeroicFantasy;FX impressionants, apr c un conte à la WaltD. ;0
F1241;29/02/2012;11/03/2012;Les Infidèles;Les Infidèles;;France;Jean Dujardin, Gilles Lellouche;Jean Dujardin, Gilles Lellouche, Alexandra Lamy, Géraldine Nakache, Guillaume Canet, Sandrine Kiberlain, Manu Payet;bien;LePass_4mars2013;0;Gaumont Marignan;;Faf;Comédie;Humour grinçant, acteurs tr bons;0
F1242;07/03/2012;12/03/2012;Elena;Elena;;Russie;Andreï Zviaguintsev;Nadezhda Markina, Yelena Lyadova,  Aleksey Rozin,  Andrey Smirnov;moyen;LePass_4mars2013;0;Lincoln;;alone;Vie en Russie;fin amorale, sinon bien joué, interessant;0
F1243;14/03/2012;16/03/2012;38 témoins;38 Temoins.jpg;;France;Lucas Belvaux;Yvan Attal, Sophie Quinton, Nicole Garcia, Didier Sandre;bien;LePass_4mars2013;0;Balzac;;Anne;Psycho lacheté;Le havre, lugubre psycho tr interessant, moralisateur;0
F1244;16/02/2011;18/03/2012;Les Femmes du 6e étage;femmes étage 6.jpg;;France;Philippe Le Guay;Fabrice Luchini, Sandrine Kiberlain, Natalia Verbeke, Carmen Maura;pas mal;canal + à la dmde;0;Télé au 4;;Faf;Comédie sympa;Qd les nantis se repentissent……honte de leur esclavage moderne…….;0
F1245;16/03/2011;18/03/2012;Revenge;REVENGE (2010);;Danemark;Susanne Bier;Ulrich Thomsen, Mikael Persbrandt;bien;canal + à la dmde;0;Télé au 4;;alone;Psycko vengeance;ça sert à quoi de s venger !!, le toubib soigne mem les monstres mais craqu devant cruauté….;
F1246;22/02/2012;18/03/2012;Sécurité rapprochée;Sécurité rapprochée;Safe House;USA;Daniel Espinosa;Denzel Washington, Ryan Reynolds, Brendan Gleeson, Sam Shepard, Rubén Blades, Robert Patrick, Joel Kinnaman;moyen;LePass_4mars2013;0;Gaumont Ambassade;;Faf;Action espionnage;tjrs pareil, lassant Pim pam poum, Denzel adore mourir à la fin d ses films….. Ben pqoi ?;0
F1247;14/03/2012;19/03/2012;Alois Nebel;Alois Nebel.jpg;;République Tchèque;Tomás Lunák;Animation Tchéquie;pas mal;Printemps du cinéma 2012;3,5;UGC Les Halles;;alone;Vengeance;noir et blanc magnifiques, scénar un peu confus;0
F1248;22/02/2012;20/03/2012;BullHead;BullHead;Rundskop;Belgique;Michael R. Roskam;Matthias Schoenaerts, Jeroen Perceval, Jeanne Dandoy;Tr bien;LePass_4mars2013;0;Pasquier;;alone;Polar drame;tout est bon, trafic hormone élevage, drame humain, le tout à la frontière linguistiq entre flamand et wallons;
F1249;10/03/2010;21/03/2012;Les Chèvres du Pentagone;chèvres pentagone.jpg;Men Who Stare at Goats;USA;Grant Heslov ;George Clooney, Ewan McGregor, Jeff Bridges, Kevin Spacey, Stephen Lang, Robert Patrick;mauvais;canal + à la dmde;0;Télé au 4;;alone;Humour potache;g tenu le premier quartdheur….trop nul;0
F1250;21/03/2012;22/03/2012;Bye Bye Blondie;Bye Bye Blondie;;France;Virginie Despentes;Emmanuelle Béart, Béatrice Dalle, Stéphanie Sokolinski, Clara Ponsot, Pascal Greggory;moyen;LePass_4mars2013;0;Gaumont Opera Français;;Anne;Amour sapphique;ça m dit pas du tout de rouler une pelle à Béatrice Dalle, scénes sympa entre ados amoureuses et l'ècrivanain en panne d'inspirat°;0
F1251;02/02/2011;22/03/2012;Contre toi;contre toi.jpg;Entre tes mains, Sous ton emprise;France;Lola Doillon;Kristin Scott Thomas, Pio Marmaï;passable;canal + à la dmde;0;Télé au 4;;alone;complexe de Stockholm;pas passionnant…g pas pu aller jusqua la fin !!;0
F1252;21/03/2012;24/03/2012;BellFlower;BellFlower;;USA;Evan Glodell;Evan Glodell, Jessie Wiseman, Tyler Dawson, Rebekah Brandes;Tr bien;LePass_4mars2013;0;Gaumont Ambassade;;alone;RoadLove movie;tr sexy Milly, film à 70 000 dollars….. Respect….;0
F1253;21/03/2012;24/03/2012;Hunger games;Hunger games.jpg;;USA;Gary Ross;Jennifer Lawrence, Josh Hutcherson, Stanley Tucci, Woody Harrelson, Donald Sutherland;passable;LePass_4mars2013;0;Gaumont Opera Premier;;Bryce, Kand, Lolo;Anticipation ;trop de longueurs, le thème est bien mais traité business grand public……;0
F1254;21/03/2012;25/03/2012;Eva;eva.jpg;;Espagne;Kike Maillo;Daniel Brühl;passable;LePass_4mars2013;0;Publicis;;alone;Anticipation robots;pas captivant, m suis endormi… la salle 2 du Publicis est trop cool……;0
F1255;29/02/2012;25/03/2012;Oslo, 31 août;Oslo, 31 août;;Norvège;Joachim Trier;Anders Danielsen Lie;bien;LePass_4mars2013;0;La Bastille;;alone;Drame désintox;tr bien joué le toxico, on espere quil va pas craquer, il est constamment a la limite;0
F1256;28/03/2012;28/03/2012;Perfect Sense;Perfect Sense;;Angleterre;David Mackenzie;Ewan McGregor, Eva Green;pas mal;LePass_4mars2013;0;Gaumont Opera Premier;;alone;Anticipation virus?;Eva Green beaux yeux, jolis nibs, morale du film : Carpe diem avant qu'ils nous arrive des malheurs;0
F1257;28/03/2012;31/03/2012;La Colère des Titans;La colère des Titans;;USA;Jonathan Liebesman;Sam Worthington, Liam Neeson, Ralph Fiennes;passable;LePass_4mars2013;0;Gaumont Opera Premier;;alone;Action Mythologie;aussi mauvais q le premier;0
F1258;28/03/2012;31/03/2012;Mince alors;Mince alors;;France;Charlotte De Turckheim;Victoria Abril, Lola Dewaere, Catherine Hosmalin, Grégory Fitoussi;mauvais;LePass_4mars2013;0;Gaumont Ambassade;;alone;Comédie GROStesque;parti au bout de 15min tlmt c t potache nivo 12 ans;0
F1259;28/03/2012;01/04/2012;Young adult;Young adult;;USA;Jason Reitman;Charlize Theron, Patton Oswalt, Patrick Wilson;pas mal;LePass_4mars2013;0;Gaumont Opera Premier;;alone;Psycho;Bonne actrice la mère Charlize, idée de fond cohérente;0
F1260;04/04/2012;07/04/2012;Aux yeux de tous;Aux yeux de tous.jpg;;France;Cédric Jimenez, Arnaud Duprey;Mélanie Doutey, Olivier Barthelemy, Francis Renaud, Valérie Sibilia, Féodor Atkine;pas mal;LePass_4mars2013;0;Publicis;;Anne;Polar français;bien monté bcp d'invraisemblances mais captivant, avec DdVilepin ds la salle ……;0
F1261;28/03/2012;07/04/2012;La Terre outragée;La Terre outragée;Land of Oblivion;Ukraine;Michale Boganim;Olga Kurylenko;pas mal;LePass_4mars2013;0;La Bastille;;kand;Drame fait réèl;entre docu et film, bien fait mais pas abouti;0
F1262;28/03/2012;09/04/2012;Le Policier;Le Policier;Ha-shoter;Israël;Nadav Lapid;Yiftach Klein, Yaara Pelzig;bien;LePass_4mars2013;0;Lincoln;;alone;Terrorisme;limite immoral puisq c ces enculés de milliardaires qi s'en sorte….;0
F1263;11/04/2012;12/04/2012;Battleship;Battleship.jpg;;USA;Peter Berg;Taylor Kitsch, Liam Neeson, Rihanna;pas mal;LePass_4mars2013;0;Gaumont Capucines;;Anne;SF méchants aliens;FX impressionants, aliens réussis, le patriotisme amerlocke est tlmt exagéré q c'en était marrant ( voire 2nd dgré ?? );0
F1264;11/04/2012;15/04/2012;Twixt;Twixt;;USA;Francis Ford Coppola;Val Kilmer, Bruce Dern,  Elle Fanning;moyen;LePass_4mars2013;0;Max Linder;;alone;Thriller fantastique;bien réalisé mais pas captivant, loin derière Tetro;0
F1265;18/04/2012;18/04/2012;Lock Out;Lock Out;Lock-Out,MS One - Maximum Security;USA;James Mather, Stephen St. Leger;Guy Pearce, Maggie Grace, Peter Stormare;bien;LePass_4mars2013;0;Gaumont Marignan;;Anne;SF action;FX réussis, rythmé, sympa;0
F1266;05/11/2010;18/04/2012;Red Hill;Red Hill;;Australie;Patrick Hughes;Ryan Kwanten, Steve Bisley, Tommy Lewis, Claire van der Boom;pas mal;canal + à la dmde;0;Télé au 4;;alone;Vengeance;la justice a fini par triomphé et les méchants ont trépassé…..;0
F1267;18/04/2012;19/04/2012;L'Amour et rien d'autre;L'Amour et rien d'autre;Über uns das All;Allemagne;Jan Schomburg;Sandra Hüller;pas mal;LePass_4mars2013;0;Balzac;;alone;Drame amour;le mari faisait croire qil avait un taf, la femme perdue apr son suicide a séduit un…remplaçant ….;0
